index,airline,date_of_journey,Source,destination,route,dep_time,Arrival_time,Duration,Total_stops,Additional_info,Price,passengers
11444,Akasa Air,2020-03-21,Chennai,Cochin,CHE-BAN-COC,21:36,15:30,15h 15min,1 stop,No info,7235,111
11445,Vistara,2023-12-16,Indore,Bangalore,IND-BAN,14:36,01:21,1h 0min,non-stop,Business class available,6407,96
11446,SpiceJet,2022-01-21,Raipur,Surat,RAI-SUR,17:46,12:06,13h 45min,non-stop,Business class available,3650,134
11447,Akasa Air,2023-12-19,Lucknow,Patna,LUC-PAT,03:19,18:39,5h 15min,non-stop,Limited seats,5138,122
11448,AirAsia India,2024-05-15,Ahmedabad,Indore,AHM-IND,21:10,16:59,15h 15min,non-stop,Limited seats,10989,108
11449,Vistara,2021-09-12,Pune,Lucknow,PUN-IND-LUC,19:29,03:08,8h 15min,1 stop,1 Long layover,6605,121
11450,Air India,2020-08-16,Lucknow,Varanasi,LUC-JAI-SUR-GOA-VAR,16:23,10:59,15h 30min,3 stops,Limited seats,6707,143
11451,Vistara,2021-02-07,Mumbai,Cochin,MUM-COC,05:51,21:50,13h 15min,non-stop,Extra baggage allowed,5548,129
11452,Air India,2024-01-14,Cochin,Pune,COC-RAI-PUN,14:43,11:21,11h 45min,1 stop,1 Long layover,4624,106
11453,Vistara,2022-06-09,Guwahati,Delhi,GUW-COC-DEL,23:10,14:12,15h 45min,1 stop,In-flight meal not included,9688,111
11454,Star Air,2023-05-03,Ahmedabad,Lucknow,AHM-SUR-GUW-LUC,10:58,19:43,13h 30min,2 stops,1 Long layover,9996,32
11455,GoAir,2020-10-11,Nagpur,Chennai,NAG-BAN-CHE,06:03,18:56,11h 15min,1 stop,No info,12293,96
11456,Alliance Air,2024-07-15,Jaipur,Guwahati,JAI-COC-PAT-GUW,20:20,02:21,11h 15min,2 stops,Business class available,10850,40
11457,IndiGo,2020-03-14,Guwahati,Varanasi,GUW-VAR,00:23,12:26,5h 45min,non-stop,New aircraft,2899,138
11458,Star Air,2025-01-25,Patna,Jaipur,PAT-NAG-VAR-PUN-JAI,00:39,07:24,14h 45min,3 stops,In-flight meal not included,13024,18
11459,AirAsia India,2025-01-20,Ahmedabad,Guwahati,AHM-MUM-GUW,01:55,10:36,3h 45min,1 stop,In-flight meal not included,6115,96
11460,TruJet,2024-03-22,Goa,Hyderabad,GOA-IND-CHE-BAN-HYD,15:44,19:08,13h 30min,3 stops,WiFi available,12159,21
11461,Akasa Air,2022-04-23,Mumbai,Nagpur,MUM-NAG,21:45,01:48,12h 0min,non-stop,WiFi available,5999,150
11462,Akasa Air,2021-04-02,Raipur,Bhubaneswar,RAI-BAN-BHU,09:29,04:00,4h 30min,1 stop,Business class available,11064,82
11463,TruJet,2021-10-08,Varanasi,Raipur,VAR-HYD-NAG-GUW-RAI,16:05,16:01,14h 0min,3 stops,1 Long layover,9699,31
11464,IndiGo,2024-08-13,Surat,Bhubaneswar,SUR-AHM-CHE-BHU,00:58,22:12,14h 0min,2 stops,New aircraft,14791,114
11465,GoAir,2020-01-22,Surat,Mumbai,SUR-PUN-KOL-BHU-MUM,05:34,15:25,14h 0min,3 stops,Red-eye flight,11880,74
11466,Akasa Air,2023-09-05,Indore,Chennai,IND-CHE,17:28,21:27,3h 30min,non-stop,New aircraft,3842,89
11467,Alliance Air,2025-09-19,Guwahati,Indore,GUW-SUR-PUN-BAN-IND,19:14,15:36,12h 45min,3 stops,New aircraft,14718,17
11468,Vistara,2025-05-10,Ahmedabad,Mumbai,AHM-GOA-PAT-MUM,14:07,06:49,7h 45min,2 stops,In-flight meal not included,9820,92
11469,GoAir,2020-05-09,Ahmedabad,Surat,AHM-SUR,13:44,07:07,13h 0min,non-stop,New aircraft,9343,108
11470,AirAsia India,2023-02-09,Pune,Nagpur,PUN-VAR-PAT-NAG,20:12,09:45,14h 30min,2 stops,Extra baggage allowed,4524,123
11471,AirAsia India,2020-08-13,Surat,Bhubaneswar,SUR-BHU,11:12,08:08,12h 15min,non-stop,Business class available,8426,130
11472,AirAsia India,2023-01-25,Delhi,Surat,DEL-PUN-RAI-SUR,06:42,09:42,8h 15min,2 stops,Red-eye flight,9192,116
11473,Air India,2025-09-13,Hyderabad,Ahmedabad,HYD-SUR-DEL-AHM,22:52,03:13,6h 15min,2 stops,In-flight meal not included,11786,148
11474,Alliance Air,2025-09-17,Goa,Patna,GOA-PAT,05:03,23:28,5h 0min,non-stop,Limited seats,9415,48
11475,AirAsia India,2019-01-19,Bhubaneswar,Goa,BHU-JAI-RAI-SUR-GOA,14:45,00:21,11h 45min,3 stops,Business class available,9459,92
11476,Air India,2021-07-08,Indore,Bangalore,IND-RAI-BAN,12:18,10:23,12h 15min,1 stop,New aircraft,11787,173
11477,SpiceJet,2020-10-17,Bangalore,Pune,BAN-JAI-COC-AHM-PUN,19:34,13:36,15h 15min,3 stops,Business class available,7371,62
11478,Alliance Air,2024-02-14,Hyderabad,Cochin,HYD-DEL-COC,11:09,08:33,5h 15min,1 stop,No info,7986,41
11479,Alliance Air,2024-09-19,Indore,Kolkata,IND-KOL,06:37,18:37,4h 30min,non-stop,No info,8209,46
11480,Vistara,2020-07-12,Guwahati,Mumbai,GUW-PUN-KOL-MUM,08:38,11:36,3h 15min,2 stops,Extra baggage allowed,8343,91
11481,Air India,2025-07-28,Chennai,Raipur,CHE-AHM-RAI,07:40,07:01,14h 45min,1 stop,Extra baggage allowed,4252,231
11482,Akasa Air,2019-08-20,Indore,Cochin,IND-AHM-HYD-GOA-COC,15:14,02:28,15h 45min,3 stops,In-flight meal not included,12949,45
11483,AirAsia India,2021-10-06,Pune,Guwahati,PUN-CHE-VAR-BHU-GUW,16:45,16:16,10h 0min,3 stops,Limited seats,9634,53
11484,Star Air,2022-09-19,Surat,Bangalore,SUR-BAN,03:37,16:37,15h 30min,non-stop,No info,6854,68
11485,IndiGo,2024-04-24,Jaipur,Varanasi,JAI-CHE-VAR,00:20,22:18,14h 30min,1 stop,In-flight meal not included,10807,130
11486,Alliance Air,2024-04-26,Guwahati,Jaipur,GUW-JAI,23:00,05:49,14h 30min,non-stop,1 Long layover,2958,47
11487,Akasa Air,2023-12-18,Delhi,Lucknow,DEL-COC-HYD-LUC,22:44,22:58,10h 30min,2 stops,1 Long layover,5508,70
11488,SpiceJet,2021-05-18,Pune,Indore,PUN-IND,04:13,15:29,15h 30min,non-stop,No info,9767,139
11489,Star Air,2019-02-18,Delhi,Hyderabad,DEL-KOL-BHU-HYD,14:13,13:33,13h 30min,2 stops,WiFi available,11611,37
11490,Akasa Air,2024-04-24,Jaipur,Raipur,JAI-DEL-IND-GUW-RAI,21:24,07:45,12h 0min,3 stops,Limited seats,16325,54
11491,Air India,2022-07-26,Nagpur,Delhi,NAG-LUC-DEL,22:40,01:29,1h 0min,1 stop,No info,11421,152
11492,Vistara,2020-12-10,Jaipur,Chennai,JAI-LUC-CHE,11:37,21:54,7h 15min,1 stop,In-flight meal not included,3651,82
11493,Air India,2020-08-19,Hyderabad,Lucknow,HYD-DEL-COC-IND-LUC,16:14,02:03,4h 30min,3 stops,WiFi available,13398,110
11494,Star Air,2024-06-21,Lucknow,Pune,LUC-AHM-PUN,15:10,23:43,11h 30min,1 stop,In-flight meal not included,4054,52
11495,GoAir,2025-12-05,Raipur,Hyderabad,RAI-BHU-PAT-HYD,19:26,18:31,8h 45min,2 stops,Limited seats,13442,84
11496,Vistara,2025-05-13,Bangalore,Patna,BAN-PAT,08:55,19:38,11h 15min,non-stop,Red-eye flight,11703,83
11497,SpiceJet,2022-04-24,Indore,Hyderabad,IND-HYD,09:48,20:52,4h 15min,non-stop,Extra baggage allowed,4214,103
11498,IndiGo,2019-07-22,Delhi,Mumbai,DEL-GUW-CHE-VAR-MUM,15:14,12:15,3h 15min,3 stops,New aircraft,6764,76
11499,SpiceJet,2022-03-28,Hyderabad,Raipur,HYD-GUW-RAI,16:05,12:48,1h 15min,1 stop,Limited seats,8636,119
11500,Alliance Air,2024-06-05,Goa,Patna,GOA-PAT,05:56,09:38,8h 30min,non-stop,Limited seats,7430,67
11501,Alliance Air,2020-07-27,Bhubaneswar,Kolkata,BHU-VAR-MUM-PAT-KOL,06:11,09:55,7h 0min,3 stops,In-flight meal not included,16327,29
11502,IndiGo,2023-12-20,Cochin,Bangalore,COC-BAN,04:42,20:24,7h 30min,non-stop,Red-eye flight,11604,141
11503,Akasa Air,2024-05-13,Bangalore,Mumbai,BAN-CHE-MUM,05:08,00:11,13h 30min,1 stop,Limited seats,6042,112
11504,TruJet,2021-09-02,Kolkata,Surat,KOL-AHM-SUR,11:08,10:56,7h 0min,1 stop,Business class available,9306,54
11505,Vistara,2019-10-03,Guwahati,Varanasi,GUW-COC-BHU-VAR,10:21,03:13,7h 15min,2 stops,1 Long layover,6437,123
11506,AirAsia India,2023-08-21,Kolkata,Mumbai,KOL-PAT-DEL-MUM,08:51,05:45,2h 45min,2 stops,1 Long layover,10865,67
11507,TruJet,2020-03-23,Hyderabad,Cochin,HYD-PUN-COC,18:53,07:27,5h 30min,1 stop,Business class available,12645,37
11508,Vistara,2019-02-21,Mumbai,Hyderabad,MUM-HYD,19:52,19:59,2h 30min,non-stop,No info,9283,162
11509,Alliance Air,2025-05-24,Varanasi,Cochin,VAR-AHM-HYD-PUN-COC,02:41,18:53,7h 0min,3 stops,In-flight meal not included,15720,20
11510,Air India,2025-10-03,Jaipur,Surat,JAI-PUN-SUR,03:39,13:27,11h 0min,1 stop,Business class available,5519,114
11511,Vistara,2024-07-02,Chennai,Nagpur,CHE-RAI-NAG,19:24,22:27,13h 30min,1 stop,Business class available,12444,131
11512,Akasa Air,2022-10-06,Pune,Delhi,PUN-IND-DEL,02:01,08:12,12h 45min,1 stop,WiFi available,8961,126
11513,GoAir,2024-10-18,Patna,Mumbai,PAT-MUM,00:39,01:27,12h 0min,non-stop,Limited seats,8640,103
11514,Akasa Air,2022-01-08,Goa,Mumbai,GOA-BHU-IND-MUM,08:00,05:05,4h 15min,2 stops,Limited seats,7601,57
11515,IndiGo,2020-08-26,Indore,Cochin,IND-DEL-COC,04:16,23:25,12h 0min,1 stop,New aircraft,6016,114
11516,GoAir,2021-12-01,Mumbai,Raipur,MUM-BAN-KOL-RAI,21:45,09:34,11h 30min,2 stops,WiFi available,9060,82
11517,Star Air,2020-01-19,Bangalore,Kolkata,BAN-KOL,00:20,07:54,14h 30min,non-stop,Limited seats,5084,60
11518,TruJet,2021-05-02,Lucknow,Guwahati,LUC-MUM-IND-PAT-GUW,09:35,01:16,1h 45min,3 stops,Business class available,6733,24
11519,TruJet,2023-03-01,Kolkata,Jaipur,KOL-NAG-RAI-JAI,07:00,09:55,8h 0min,2 stops,Red-eye flight,13203,19
11520,Star Air,2019-01-18,Chennai,Varanasi,CHE-BAN-VAR,19:58,19:25,7h 15min,1 stop,No info,4751,44
11521,Vistara,2019-01-11,Delhi,Lucknow,DEL-PAT-GUW-RAI-LUC,23:42,01:25,7h 45min,3 stops,No info,13244,47
11522,GoAir,2023-11-07,Jaipur,Kolkata,JAI-VAR-NAG-KOL,12:24,05:04,11h 0min,2 stops,In-flight meal not included,9114,87
11523,GoAir,2023-03-06,Nagpur,Patna,NAG-JAI-LUC-PAT,13:53,14:34,3h 0min,2 stops,1 Long layover,6173,82
11524,Air India,2024-03-25,Cochin,Lucknow,COC-MUM-SUR-LUC,02:56,14:21,7h 30min,2 stops,Red-eye flight,13886,108
11525,AirAsia India,2020-02-24,Mumbai,Pune,MUM-AHM-PUN,14:35,15:02,7h 15min,1 stop,In-flight meal not included,5377,110
11526,Star Air,2019-08-15,Ahmedabad,Varanasi,AHM-GUW-VAR,02:18,16:41,15h 15min,1 stop,1 Long layover,5078,32
11527,AirAsia India,2023-08-23,Guwahati,Pune,GUW-KOL-GOA-BHU-PUN,17:52,15:19,2h 45min,3 stops,Business class available,11019,79
11528,TruJet,2021-08-13,Bangalore,Cochin,BAN-HYD-COC,01:05,09:32,4h 45min,1 stop,New aircraft,3873,35
11529,GoAir,2020-02-10,Varanasi,Delhi,VAR-BAN-IND-DEL,02:22,03:52,2h 0min,2 stops,Business class available,12400,90
11530,AirAsia India,2024-01-18,Kolkata,Lucknow,KOL-PUN-GUW-LUC,00:58,21:27,4h 30min,2 stops,No info,11316,107
11531,AirAsia India,2025-07-24,Bhubaneswar,Hyderabad,BHU-CHE-COC-HYD,00:45,14:08,9h 30min,2 stops,Extra baggage allowed,6585,123
11532,Star Air,2022-08-17,Patna,Hyderabad,PAT-VAR-HYD,18:16,13:08,12h 0min,1 stop,1 Long layover,9767,34
11533,Akasa Air,2020-03-26,Nagpur,Hyderabad,NAG-KOL-HYD,18:51,17:53,15h 15min,1 stop,No info,6574,127
11534,TruJet,2022-03-22,Kolkata,Cochin,KOL-AHM-GUW-COC,18:48,05:36,3h 15min,2 stops,Red-eye flight,12377,40
11535,Alliance Air,2021-02-01,Indore,Raipur,IND-PAT-RAI,08:59,21:35,7h 15min,1 stop,Business class available,10290,49
11536,GoAir,2019-09-10,Bhubaneswar,Chennai,BHU-SUR-PUN-GOA-CHE,11:53,07:37,6h 30min,3 stops,New aircraft,15249,46
11537,IndiGo,2022-05-09,Indore,Hyderabad,IND-LUC-HYD,19:04,04:39,3h 15min,1 stop,New aircraft,7735,99
11538,Star Air,2025-12-10,Patna,Hyderabad,PAT-SUR-AHM-HYD,06:45,09:00,13h 30min,2 stops,In-flight meal not included,11134,33
11539,TruJet,2024-06-21,Varanasi,Chennai,VAR-CHE,22:12,18:35,2h 30min,non-stop,New aircraft,5485,49
11540,Alliance Air,2025-07-15,Chennai,Hyderabad,CHE-PAT-HYD,22:24,19:02,8h 0min,1 stop,Extra baggage allowed,8631,44
11541,Star Air,2023-08-20,Jaipur,Mumbai,JAI-MUM,20:36,01:05,6h 0min,non-stop,Limited seats,7948,46
11542,AirAsia India,2021-05-18,Goa,Lucknow,GOA-GUW-IND-LUC,10:51,19:25,9h 30min,2 stops,WiFi available,11567,103
11543,Star Air,2019-07-09,Jaipur,Nagpur,JAI-NAG,01:36,05:07,6h 45min,non-stop,WiFi available,10350,43
11544,Vistara,2023-12-01,Indore,Ahmedabad,IND-AHM,23:17,08:05,14h 0min,non-stop,New aircraft,6922,132
11545,SpiceJet,2021-09-18,Varanasi,Jaipur,VAR-CHE-DEL-JAI,00:13,04:27,10h 30min,2 stops,New aircraft,6967,77
11546,Akasa Air,2021-08-07,Delhi,Pune,DEL-HYD-GUW-COC-PUN,09:32,18:39,5h 0min,3 stops,WiFi available,8581,64
11547,IndiGo,2021-06-09,Indore,Raipur,IND-SUR-NAG-RAI,01:39,21:27,1h 30min,2 stops,Extra baggage allowed,8041,84
11548,AirAsia India,2023-05-14,Bangalore,Mumbai,BAN-GOA-MUM,23:08,22:21,4h 45min,1 stop,Limited seats,12366,142
11549,Vistara,2022-11-08,Cochin,Ahmedabad,COC-CHE-PUN-BAN-AHM,03:57,10:02,9h 30min,3 stops,Limited seats,15186,75
11550,TruJet,2024-04-18,Delhi,Goa,DEL-MUM-PUN-GOA,06:55,02:57,6h 30min,2 stops,Business class available,12463,24
11551,AirAsia India,2021-12-21,Kolkata,Bhubaneswar,KOL-IND-BHU,19:32,04:14,3h 45min,1 stop,Red-eye flight,9801,120
11552,TruJet,2024-03-21,Kolkata,Surat,KOL-CHE-GOA-IND-SUR,07:18,19:38,11h 30min,3 stops,WiFi available,8775,30
11553,TruJet,2021-12-23,Cochin,Bhubaneswar,COC-BHU,22:07,01:21,6h 0min,non-stop,Red-eye flight,11172,31
11554,GoAir,2022-07-08,Bangalore,Goa,BAN-VAR-RAI-PUN-GOA,08:20,07:03,14h 15min,3 stops,Red-eye flight,10586,37
11555,Air India,2022-08-02,Nagpur,Patna,NAG-MUM-HYD-CHE-PAT,16:06,19:31,2h 45min,3 stops,1 Long layover,7811,112
11556,GoAir,2022-07-28,Guwahati,Lucknow,GUW-LUC,00:17,13:01,5h 45min,non-stop,Limited seats,7503,134
11557,IndiGo,2023-09-14,Patna,Pune,PAT-JAI-PUN,14:51,03:40,1h 30min,1 stop,Extra baggage allowed,12581,83
11558,Star Air,2021-01-16,Nagpur,Pune,NAG-BAN-MUM-RAI-PUN,12:03,18:12,6h 30min,3 stops,Limited seats,8157,29
11559,Alliance Air,2021-04-02,Delhi,Cochin,DEL-AHM-BHU-COC,06:04,19:21,9h 45min,2 stops,WiFi available,12012,42
11560,Vistara,2022-12-02,Kolkata,Chennai,KOL-GOA-NAG-CHE,12:20,11:15,8h 0min,2 stops,Business class available,10862,98
11561,Vistara,2021-08-18,Lucknow,Raipur,LUC-RAI,22:53,00:30,8h 45min,non-stop,In-flight meal not included,2722,100
11562,Akasa Air,2025-04-16,Chennai,Nagpur,CHE-KOL-BHU-NAG,08:57,22:53,3h 15min,2 stops,In-flight meal not included,7451,82
11563,GoAir,2025-08-11,Guwahati,Raipur,GUW-RAI,15:09,20:51,1h 45min,non-stop,Red-eye flight,8834,100
11564,GoAir,2021-09-02,Surat,Hyderabad,SUR-HYD,11:31,07:46,9h 30min,non-stop,Business class available,4699,150
11565,IndiGo,2025-12-12,Hyderabad,Patna,HYD-GOA-KOL-BAN-PAT,08:32,18:53,9h 30min,3 stops,Extra baggage allowed,6182,69
11566,SpiceJet,2021-07-26,Indore,Surat,IND-PAT-LUC-SUR,01:42,06:14,2h 15min,2 stops,New aircraft,5297,118
11567,Akasa Air,2019-09-27,Guwahati,Varanasi,GUW-BHU-AHM-VAR,08:23,14:39,1h 30min,2 stops,In-flight meal not included,11554,51
11568,SpiceJet,2022-04-18,Hyderabad,Kolkata,HYD-MUM-KOL,03:34,15:40,15h 0min,1 stop,New aircraft,12458,128
11569,SpiceJet,2021-01-21,Indore,Pune,IND-BHU-PUN,12:01,15:23,14h 45min,1 stop,WiFi available,9853,88
11570,TruJet,2022-02-03,Guwahati,Patna,GUW-CHE-KOL-PAT,10:50,09:55,13h 0min,2 stops,In-flight meal not included,9622,32
11571,Akasa Air,2020-05-20,Delhi,Lucknow,DEL-CHE-LUC,12:59,22:50,4h 15min,1 stop,In-flight meal not included,6028,120
11572,Star Air,2022-03-20,Indore,Delhi,IND-GUW-DEL,05:29,19:32,10h 45min,1 stop,No info,13112,37
11573,Alliance Air,2019-01-20,Hyderabad,Guwahati,HYD-GUW,13:43,06:03,3h 15min,non-stop,Extra baggage allowed,11965,63
11574,TruJet,2023-02-27,Mumbai,Bhubaneswar,MUM-BHU,09:26,02:56,6h 0min,non-stop,Extra baggage allowed,11581,58
11575,Star Air,2020-02-02,Jaipur,Surat,JAI-MUM-LUC-GUW-SUR,06:46,14:06,9h 45min,3 stops,In-flight meal not included,9359,27
11576,Akasa Air,2020-03-13,Surat,Delhi,SUR-DEL,15:24,22:19,4h 15min,non-stop,WiFi available,6462,159
11577,IndiGo,2025-09-02,Bhubaneswar,Bangalore,BHU-MUM-NAG-JAI-BAN,16:54,13:59,8h 0min,3 stops,Limited seats,12248,46
11578,TruJet,2020-02-06,Guwahati,Jaipur,GUW-JAI,11:34,22:29,4h 15min,non-stop,In-flight meal not included,4837,41
11579,Star Air,2024-08-13,Jaipur,Nagpur,JAI-LUC-NAG,18:55,06:11,15h 15min,1 stop,1 Long layover,7458,30
11580,Air India,2024-12-13,Patna,Cochin,PAT-DEL-GOA-COC,03:05,08:28,12h 45min,2 stops,Business class available,10038,123
11581,Air India,2025-09-06,Varanasi,Delhi,VAR-DEL,17:59,17:15,4h 0min,non-stop,Limited seats,3405,124
11582,Star Air,2024-04-17,Hyderabad,Patna,HYD-COC-BHU-PAT,21:40,14:41,10h 30min,2 stops,Red-eye flight,7439,34
11583,Vistara,2025-09-13,Bhubaneswar,Patna,BHU-PAT,20:57,01:51,8h 15min,non-stop,Limited seats,10591,153
11584,SpiceJet,2022-09-03,Hyderabad,Mumbai,HYD-AHM-MUM,02:51,00:22,14h 45min,1 stop,WiFi available,8240,118
11585,GoAir,2021-11-28,Varanasi,Jaipur,VAR-PAT-JAI,16:03,13:15,9h 30min,1 stop,1 Long layover,5329,114
11586,Alliance Air,2019-11-21,Chennai,Kolkata,CHE-DEL-KOL,10:29,16:17,12h 0min,1 stop,No info,7738,52
11587,Air India,2021-06-26,Chennai,Cochin,CHE-COC,15:00,23:30,8h 15min,non-stop,No info,7355,221
11588,AirAsia India,2022-03-17,Jaipur,Cochin,JAI-BAN-SUR-COC,06:23,23:14,1h 15min,2 stops,WiFi available,14246,68
11589,IndiGo,2025-12-13,Patna,Surat,PAT-BAN-HYD-SUR,20:51,06:59,5h 0min,2 stops,Red-eye flight,13101,104
11590,GoAir,2020-06-24,Indore,Kolkata,IND-KOL,16:07,09:48,1h 30min,non-stop,Extra baggage allowed,7262,115
11591,AirAsia India,2019-03-19,Chennai,Surat,CHE-IND-DEL-SUR,19:51,19:49,12h 30min,2 stops,No info,12089,119
11592,SpiceJet,2022-03-27,Bangalore,Pune,BAN-RAI-BHU-PUN,23:28,03:43,12h 45min,2 stops,Business class available,9285,92
11593,Star Air,2020-12-15,Goa,Patna,GOA-LUC-BHU-PAT,23:06,17:42,15h 15min,2 stops,WiFi available,7093,31
11594,SpiceJet,2020-09-05,Bhubaneswar,Lucknow,BHU-RAI-NAG-LUC,14:14,13:38,8h 45min,2 stops,New aircraft,9761,104
11595,GoAir,2024-02-02,Hyderabad,Lucknow,HYD-IND-CHE-LUC,22:46,21:10,7h 15min,2 stops,WiFi available,8188,108
11596,AirAsia India,2023-04-11,Chennai,Mumbai,CHE-MUM,12:39,01:44,1h 0min,non-stop,Extra baggage allowed,4553,138
11597,IndiGo,2021-08-03,Kolkata,Varanasi,KOL-VAR,11:38,15:54,11h 0min,non-stop,In-flight meal not included,11730,156
11598,TruJet,2022-08-06,Raipur,Lucknow,RAI-KOL-NAG-BAN-LUC,16:36,13:42,5h 15min,3 stops,No info,12813,34
11599,Air India,2022-01-12,Jaipur,Surat,JAI-BHU-DEL-MUM-SUR,08:29,15:33,1h 45min,3 stops,In-flight meal not included,9961,154
11600,Vistara,2022-11-03,Bangalore,Bhubaneswar,BAN-SUR-PUN-AHM-BHU,15:29,23:06,10h 0min,3 stops,Business class available,10484,101
11601,Vistara,2021-02-21,Raipur,Indore,RAI-CHE-AHM-JAI-IND,17:45,14:21,15h 45min,3 stops,Business class available,14435,59
11602,AirAsia India,2020-05-14,Indore,Pune,IND-PUN,20:05,02:30,14h 45min,non-stop,Limited seats,6404,122
11603,Akasa Air,2020-10-15,Chennai,Surat,CHE-AHM-SUR,11:52,15:47,13h 45min,1 stop,Limited seats,8407,90
11604,SpiceJet,2022-10-25,Lucknow,Bhubaneswar,LUC-HYD-VAR-BHU,11:51,00:59,2h 30min,2 stops,WiFi available,7743,74
11605,SpiceJet,2021-02-28,Hyderabad,Ahmedabad,HYD-RAI-LUC-AHM,23:56,19:20,12h 0min,2 stops,1 Long layover,7008,109
11606,IndiGo,2024-07-04,Ahmedabad,Bhubaneswar,AHM-BHU,02:20,18:27,2h 0min,non-stop,Red-eye flight,6633,130
11607,Star Air,2024-09-05,Raipur,Surat,RAI-VAR-SUR,20:22,13:47,6h 30min,1 stop,1 Long layover,9421,51
11608,Star Air,2019-08-19,Varanasi,Ahmedabad,VAR-AHM,11:56,23:07,2h 15min,non-stop,Extra baggage allowed,5094,61
11609,Alliance Air,2025-05-15,Varanasi,Surat,VAR-CHE-SUR,18:14,02:41,8h 30min,1 stop,Limited seats,6492,59
11610,Air India,2021-09-01,Bangalore,Hyderabad,BAN-GOA-PUN-JAI-HYD,17:32,08:17,8h 15min,3 stops,Business class available,10139,123
11611,TruJet,2020-01-03,Indore,Varanasi,IND-GOA-VAR,16:29,22:36,2h 30min,1 stop,Limited seats,8729,37
11612,AirAsia India,2021-07-28,Patna,Ahmedabad,PAT-AHM,07:17,00:34,12h 45min,non-stop,In-flight meal not included,8004,161
11613,Akasa Air,2025-01-27,Patna,Cochin,PAT-GUW-PUN-JAI-COC,00:54,00:57,8h 0min,3 stops,WiFi available,7762,69
11614,Vistara,2022-03-03,Chennai,Cochin,CHE-COC,01:39,12:22,4h 30min,non-stop,1 Long layover,8305,107
11615,Air India,2024-12-06,Cochin,Nagpur,COC-HYD-AHM-NAG,05:34,21:00,3h 0min,2 stops,WiFi available,6482,115
11616,TruJet,2021-01-16,Raipur,Lucknow,RAI-LUC,13:23,18:41,11h 45min,non-stop,1 Long layover,2661,68
11617,Alliance Air,2019-01-20,Indore,Varanasi,IND-GOA-VAR,16:08,16:02,4h 30min,1 stop,1 Long layover,4665,59
11618,Alliance Air,2024-01-25,Cochin,Patna,COC-RAI-JAI-PAT,03:59,18:47,11h 0min,2 stops,No info,11050,34
11619,GoAir,2021-07-24,Hyderabad,Bangalore,HYD-IND-BAN,13:36,04:50,13h 30min,1 stop,New aircraft,7939,119
11620,AirAsia India,2025-05-18,Raipur,Pune,RAI-PAT-JAI-PUN,21:15,08:16,3h 0min,2 stops,Red-eye flight,8860,57
11621,Air India,2020-12-28,Pune,Chennai,PUN-LUC-DEL-HYD-CHE,20:51,07:08,1h 0min,3 stops,WiFi available,12547,110
11622,Air India,2023-02-08,Nagpur,Pune,NAG-PUN,09:34,11:17,15h 30min,non-stop,No info,3166,259
11623,TruJet,2021-08-10,Delhi,Mumbai,DEL-COC-NAG-AHM-MUM,10:29,03:48,13h 0min,3 stops,Limited seats,12251,20
11624,AirAsia India,2023-01-05,Goa,Indore,GOA-IND,09:53,17:42,7h 30min,non-stop,Red-eye flight,9579,94
11625,AirAsia India,2022-02-24,Jaipur,Mumbai,JAI-MUM,13:24,05:25,10h 45min,non-stop,New aircraft,2861,107
11626,IndiGo,2021-02-09,Pune,Bangalore,PUN-CHE-LUC-BAN,03:05,00:21,5h 15min,2 stops,Red-eye flight,13066,118
11627,TruJet,2022-05-10,Delhi,Cochin,DEL-MUM-PAT-COC,20:08,18:09,10h 0min,2 stops,Business class available,6262,27
11628,Air India,2022-11-01,Chennai,Surat,CHE-PUN-LUC-SUR,02:57,08:19,4h 30min,2 stops,Limited seats,13267,165
11629,Vistara,2024-12-27,Patna,Bhubaneswar,PAT-BHU,03:04,15:49,12h 15min,non-stop,New aircraft,8935,145
11630,IndiGo,2023-11-18,Hyderabad,Guwahati,HYD-GUW,11:38,10:31,13h 30min,non-stop,WiFi available,10716,142
11631,Vistara,2021-12-15,Ahmedabad,Raipur,AHM-VAR-RAI,09:57,08:11,2h 0min,1 stop,Limited seats,8584,147
11632,Star Air,2025-06-15,Mumbai,Guwahati,MUM-KOL-VAR-GUW,18:00,08:10,2h 15min,2 stops,Business class available,6938,36
11633,AirAsia India,2020-11-02,Kolkata,Patna,KOL-CHE-PAT,21:59,15:08,1h 30min,1 stop,No info,10185,97
11634,Akasa Air,2025-09-25,Nagpur,Delhi,NAG-IND-JAI-DEL,18:26,18:32,7h 0min,2 stops,Extra baggage allowed,13375,65
11635,TruJet,2025-08-28,Bhubaneswar,Mumbai,BHU-MUM,18:23,00:25,6h 15min,non-stop,No info,7381,53
11636,GoAir,2024-08-22,Goa,Pune,GOA-KOL-PAT-GUW-PUN,22:34,10:32,13h 45min,3 stops,WiFi available,13005,93
11637,Alliance Air,2022-01-27,Goa,Indore,GOA-RAI-CHE-IND,00:47,20:52,11h 15min,2 stops,WiFi available,9869,43
11638,GoAir,2021-04-06,Raipur,Goa,RAI-JAI-IND-PAT-GOA,09:16,08:07,9h 45min,3 stops,New aircraft,11057,77
11639,IndiGo,2024-02-14,Chennai,Mumbai,CHE-MUM,17:50,04:40,4h 30min,non-stop,Red-eye flight,2815,148
11640,Air India,2025-08-12,Bhubaneswar,Ahmedabad,BHU-CHE-HYD-AHM,07:42,16:44,7h 0min,2 stops,Limited seats,13059,136
